source1_entity_id	matched_entity_ids
S1-887750093	S2-986712958,S2-960690948,S3-386314631,S3-698461279,S3-969835342
S1-458047196	S2-508120736,S3-391914071,S3-740318795,S3-377108006
S1-22410489	S2-706663270,S3-8956975,S3-552804411
S1-855509392	S2-852974715,S3-992525675
S1-295469600	S2-711782140,S2-294957867,S2-500963925,S3-331607556,S3-441489118,S3-86757538,S3-144904658
S1-448267040	S2-475460870,S2-309764744,S2-363371672,S3-771494794,S3-953309208,S3-550620432,S3-772438954,S3-792858014
S1-793053431	S2-985394180,S3-404936722
S1-304151016	S2-972830825,S3-862538993,S3-609644430,S3-794231182
S1-892720007	S2-6948073,S2-550181217,S2-526513581,S3-842378585,S3-118849046
S1-787062122	S3-466547534,S3-633548264,S3-539941250
S1-913438094	S2-19423138,S2-636821776,S2-500577191,S3-340162227
S1-377553265	S2-887116023,S3-325655380,S3-590090871
S1-487671350	S2-366614300,S3-781742793
S1-816883795	S2-616860661,S2-543096830
S1-901371959	S2-313478535,S2-690743062,S3-303022171,S3-488609454
S1-368917122	S2-831868874,S2-286199432
S1-429260312	S2-789025511,S3-228615252,S3-634886516,S3-58424221
S1-821962976	S2-931696161,S2-941793297,S2-213151527,S2-516424203,S3-318305067,S3-192215074
S1-847911335	S2-948447645,S3-330364033,S3-104471316
S1-624583570	S2-193600255,S3-197734857,S3-698344565
S1-521307914	S2-997592609,S2-51961100,S3-801401586
S1-745566767	S2-47150157,S2-936947799,S3-840510976,S3-339280526,S3-966461009,S3-428941570
S1-194779294	S2-612251536,S3-988717965,S3-392050621,S3-406888915
S1-53391117	S2-186744250,S3-297220269,S3-447003816,S3-477095366
S1-226062159	S2-387121796,S2-426473652,S2-398422401,S3-933373415
S1-424575242	S2-349853691,S3-518546049,S3-52607819
S1-403533077	S2-154659440,S3-290021680,S3-986415709
S1-862237597	S3-825142617,S3-35770352
S1-476694417	S2-49760391,S2-395715208,S3-856839726,S3-587208363
S1-515704809	S2-20011244,S2-912336368,S2-151395920,S3-802275644,S3-330085949
S1-931485423	S2-823147253,S2-720807102
S1-259585806	S2-476536531,S2-664335959,S2-789801228,S3-204360181,S3-814548046,S3-332697221
S1-54327184	S2-723876669,S2-583552619,S2-172188079,S2-85576270,S2-83662941,S3-34383823
S1-110239973	S2-536197244,S3-367677020
S1-827445270	S2-985438659,S3-244257745
S1-687064371	S2-220460247
S1-971154584	S2-966379504,S2-837361066,S3-83476648,S3-657949814,S3-186875244,S3-610794707
S1-489596931	S3-753427121,S3-196971002,S3-513142309
S1-741319691	S2-732150256,S2-850882837,S2-588930580,S2-801457125,S3-737191408,S3-133499047,S3-453285105
S1-842235709	S2-72808114,S3-587725523
S1-321115139	S2-142011886,S2-294914699,S2-617580109,S3-465945601,S3-632968409
S1-778733211	S2-804256804,S3-488325432
S1-748625950	S2-166577401,S2-21108205,S2-15150108,S3-540529869
S1-998899002	S2-449311990,S2-735053854,S2-186480927,S3-396140388,S3-148035137
S1-322628199	S2-671790829,S2-36835701,S3-60190514
S1-682715691	S2-44352881,S3-287318463,S3-99459574
S1-999284562	S2-704929484,S2-672498101,S2-62354095,S2-969685220,S3-525075380,S3-695673789,S3-576685547,S3-569353851
S1-642096823	S2-524535984,S2-206973857,S2-216402818,S3-258040251
S1-27260313	S2-656535211,S2-878736182,S3-480028447,S3-587889673,S3-23085509,S3-404305653
S1-57200390	S2-161726444,S2-857689994,S3-697164203
S1-917212003	S2-85614563,S3-714654025,S3-920148213
S1-122852413	S2-198407687,S2-91297156,S2-216089305,S2-487906494,S3-689159140,S3-785393360
S1-346849087	S2-180952505,S2-164403988,S3-786112729,S3-760206541
S1-599547629	S2-275912367,S2-238784711,S3-111290783,S3-220018123
S1-894588173	S2-725751712,S2-435365934
S1-456500362	S2-387684672,S3-104648080,S3-420000255
S1-25444554	
S1-241117464	
S1-898334224	S2-500554565,S2-631218554,S3-662258733
S1-538741386	S2-850945681
S1-722227394	S2-898907611,S2-181805118,S2-632056785,S3-565034716,S3-42152114
S1-360571129	S2-126543204,S2-318736204,S3-300810994,S3-624804936
S1-840644751	S2-573994711,S3-799460118,S3-41785938,S3-712027468
S1-591650307	S2-85357719,S2-723523337,S3-871087117,S3-344914472,S3-74059434,S3-367582317,S3-418575029
S1-982784016	S2-699858992,S2-36055872,S3-309756448,S3-585645654
S1-686942718	S2-533574658,S2-582387886,S3-645463080,S3-481187712
S1-717217817	S2-934559817,S2-83173435,S2-911866727,S3-791415783,S3-734687934
S1-939934782	S2-964328184,S3-367077713
S1-700770408	S2-221205188,S2-731547483,S3-100091940,S3-150936016,S3-192581473
S1-135343637	S2-299720716,S2-50157865,S2-325233230,S3-590733694,S3-31632527,S3-586314813,S3-105212414,S3-211487453,S3-850638872
S1-286583393	S2-218150074,S2-639051523,S2-40843950,S3-661210203,S3-23000716
S1-147048204	S2-741845953,S3-386919464
S1-722189741	S2-19600654,S3-73034971,S3-210480323
S1-343593475	S2-32196674,S2-176936927,S3-377788929,S3-830665014
S1-631050308	S2-866161516,S2-499957861,S3-74384606
S1-545479513	S2-760344053,S3-520075460,S3-671264375,S3-372659803
S1-192795206	S2-749140479,S3-301110604,S3-546025915,S3-984298878
S1-902062517	S2-846943941,S3-797873658
S1-865774972	S2-627418452,S3-892830759
S1-973933935	S2-766852413,S3-962518874,S3-306862632
S1-226557043	S2-359528396,S2-437163977,S3-274264923,S3-851212496,S3-909221713
S1-712448338	S2-415803425,S3-39237457,S3-26257365,S3-179156454
S1-335427872	S2-182765399,S3-677841432,S3-830852100,S3-91031452
S1-964178982	S2-638831438,S2-348717894,S2-164374338,S2-466169600,S3-931501831,S3-759655355
S1-134635492	S3-36581634
S1-102303686	S2-954086635,S2-571793390,S2-772209626,S3-936548263,S3-882436744
S1-38744696	S2-616023401,S3-764252082,S3-370239162
S1-991039564	S2-709825071,S2-870040481,S3-209663183,S3-629327078,S3-922790316,S3-278066749
S1-74420976	S2-843736089,S2-512210334,S3-411518692,S3-44336230
S1-678689008	S2-430830759,S2-583424524,S2-904192142,S2-347440193,S2-143543952,S3-628393498,S3-983891219
S1-310743924	S2-5120710,S3-418052034
S1-428152871	S2-1749421,S3-669077893
S1-34424195	S2-955279880,S2-76808518,S3-116303922,S3-447587812,S3-536523587
S1-742452575	S2-728414128,S3-350104958,S3-185358318
S1-905881162	S2-183270091,S2-455921828,S3-461664984
S1-441277146	S2-700490997,S3-112911592
S1-705998146	S3-492111318,S3-720960524,S3-28737220
S1-448011005	S3-162204852
S1-801826894	S2-371331282,S2-184570972,S3-327722037
S1-853809995	S2-925123140,S2-535108253,S2-995874337
S1-657011733	S2-870452307
S1-821734403	
S1-34570290	
S1-656627398	S2-353809879,S2-900214173,S2-253543251
S1-228042051	
S1-514525239	S2-727612381,S3-381633463,S3-987887665
S1-858620212	S2-103081522,S3-389658143,S3-298982115,S3-660448182,S3-469968540
S1-443180638	S2-761449248,S2-332962112,S2-68299974,S3-245544044,S3-165869224
S1-884989078	S2-352550271,S3-343595796,S3-512220721
S1-102935524	S2-162098063,S3-870751525,S3-748789265,S3-609804608
S1-223242222	S2-753891384,S2-443664895,S2-250297481,S2-736555573,S3-889671192
S1-64814204	S2-936075202,S2-583285012,S2-293677832,S3-81019337,S3-70913508,S3-266560847,S3-326598700
S1-269802305	S2-538787744,S2-620419405,S3-289019548
S1-524118008	S3-637850491,S3-112894369,S3-101699420
S1-504881856	S2-493204292,S3-293254557,S3-270675146
S1-910113423	S2-403066257,S3-918252342,S3-924740746,S3-928116635
S1-1540298	S2-93758693,S3-951002244,S3-371611984
S1-517570100	S2-619023033,S2-938523977,S2-884368642,S3-185420282,S3-35925478,S3-809442305,S3-918982606
S1-199764597	S2-862439120,S2-420048568,S3-455878635,S3-554025438
S1-36368763	S3-934424102,S3-181882218
S1-826094238	S2-362347559,S2-155027993,S2-863733430,S2-543198045,S3-506414082,S3-749535222,S3-305059842
S1-63436299	S2-840042716,S2-373702633,S3-524812356,S3-325643025,S3-969482546,S3-518113014,S3-214051051
S1-588057317	S2-346923451,S2-817312185,S2-290540914,S2-616439158,S3-948948636,S3-934468694
S1-520104062	S2-174819811,S2-830396382,S2-454786434,S3-694979162,S3-403974851
S1-544746805	S2-711257751,S3-179986687,S3-276677894
S1-441054967	S2-276524183,S2-395714660,S3-37513182,S3-38196977
S1-55302001	S2-290365680,S3-192502313,S3-347573091
S1-464268200	S2-79085423,S2-688525564,S3-993188868,S3-292874147
S1-911760796	S2-303848101,S3-804989321
S1-233766774	S2-23540421,S3-527328219
S1-805802460	S2-984083455,S2-441982310,S2-36139829,S2-691807758,S3-87462396,S3-971892256
S1-942267182	S2-949813356,S3-69778273
S1-974564298	S2-861260347,S3-767651169,S3-38956772
S1-646687184	S2-191430322,S3-889466073
S1-395578487	
S1-762353866	S2-239023281,S2-102515684,S3-3197509,S3-631314553
S1-595829718	S2-816240181,S2-644814762,S2-250414953,S3-357005864,S3-116519073,S3-931580953,S3-405659010
S1-203844840	S2-527214494,S2-361624147,S3-50575188,S3-563268645,S3-595822065
S1-742533899	S2-562070630,S2-192641096,S2-156165467,S3-820005548
S1-181101653	S2-421749200
S1-997998923	S2-696207774,S2-659676996
S1-812919077	S2-516757632,S2-676461068,S3-109866491,S3-881194586
S1-374272013	S2-265663821,S3-584271543,S3-537962693
S1-542214909	S2-752361893,S2-717288463,S3-880638893,S3-122549241
S1-147621689	S3-603559021
S1-375128633	S2-785086110,S3-560772484,S3-556492461,S3-947066698,S3-414683383
S1-396339741	S2-976451984,S3-984407952,S3-611939337
S1-505708641	S2-187024420,S3-142855478,S3-61403741
S1-16659200	S2-5717725,S2-1643718,S2-404587350,S3-718685186,S3-443526391
S1-274644386	
S1-891391654	S2-146064878,S2-412579110,S3-772345143
S1-305289229	S3-177546908
S1-949564466	S2-826069340,S2-23093277
S1-886329145	S2-742383085,S2-649654167,S2-786174812,S3-680465550
S1-89454750	S2-238960677,S2-606332121,S3-167004864,S3-886541276
S1-961836407	S2-880523480,S2-565462089,S3-608756851,S3-496380321,S3-310936007,S3-582391
S1-713239409	S2-767696189,S2-688345850,S2-51145099,S2-205124247,S3-2922738
S1-733497380	S2-941543528,S3-711404334
S1-349082113	S2-306208831,S2-333375306,S3-248856530,S3-161345317,S3-947063557
S1-82747196	S2-943178887,S3-198676478
S1-578024489	S2-883051454,S3-958980207,S3-609144702
S1-665918573	S2-782532552,S3-826468216,S3-899709438
S1-759561458	S2-633275168,S2-454617386,S2-522625724,S2-547465000,S3-235023867
S1-702795377	S2-380575694,S2-904446921,S2-434137060,S3-348870503,S3-532653989
S1-102351702	
S1-938502487	S2-165207244,S3-109323626
S1-925657070	S2-126639707,S2-373106943,S3-815282962
S1-327668190	S2-536517428,S3-831414772
S1-509968077	S2-570407689,S3-610589284,S3-436756924
S1-639885655	S2-882823193,S2-533859485
S1-751862961	S2-47604384,S3-629584137,S3-610754522,S3-586132246
S1-990125276	S2-912435789,S3-50730765,S3-142662701
S1-382274081	S2-643210890,S3-299679532
S1-155983785	S3-78202959,S3-490722758,S3-659035433,S3-304856266
S1-922562133	S2-137279717,S2-638526034,S2-834634969,S3-72656825,S3-360182216
S1-278641040	S2-697884452,S2-293373082,S2-737369072,S3-901256956
S1-14824680	S2-186906666,S3-248574829,S3-97524967
S1-834196687	S2-104437676,S2-251590029,S3-60509225
S1-336854166	S2-819655854,S3-804094665,S3-496932658
S1-81010546	S2-11828820,S3-636367301
S1-843226167	S2-135009521,S2-548339634,S3-846938827,S3-878495444
S1-71388055	S2-739901957,S2-97020864,S2-724835086,S3-237631346,S3-295625994
S1-824491293	S3-379200804,S3-670588771
S1-645637872	S2-736623746,S2-18020178,S3-808335784,S3-541191864
S1-686895880	S2-988900646,S2-270709176,S3-620009983
S1-642909409	S3-764709891
S1-592002136	S2-29828817,S3-882057706,S3-785619799,S3-933346930
S1-854112354	S2-688202085,S2-636286107,S3-807743567,S3-138670643,S3-712264567
S1-190553607	S2-867750829,S2-740692775,S2-671209409
S1-498912830	S2-331906795,S2-731493769,S3-791694930
S1-454981034	S2-275729913,S3-632241350,S3-615685562,S3-20943053
S1-753007109	S2-269427930,S2-109018290,S2-451467534,S3-809394913
S1-96916466	S2-323280791,S3-12198178
S1-544296349	S2-580655420,S2-128082351,S2-36080154,S3-672980964
S1-617538406	S2-428162320,S2-137631747,S3-177848248
S1-299190819	S2-47307071,S3-398830118
S1-572572672	S2-26705332,S2-480518910,S2-970380740,S2-71270940,S2-143272017,S3-319881330,S3-588169491
S1-619780706	S2-838378664,S3-696305866,S3-544414774
S1-845962668	S2-385513488,S3-220215178,S3-920908269
S1-771430573	S3-364396463
S1-327135615	S2-153433952,S2-618742344,S3-624364940,S3-576579013
S1-450414076	S2-404388751,S3-693940502,S3-635153797,S3-891542748,S3-860438967
S1-2294353	S2-879755114,S3-94801003
S1-688011487	S2-850008054,S2-738230045,S3-564568685,S3-974288311,S3-534620968,S3-360812876,S3-926732838
S1-737887933	S2-803436033,S2-607286494,S3-428768238,S3-241964872,S3-633312909,S3-398099995
S1-88638224	S2-140861016,S2-959553237,S2-83735129,S3-872008073
S1-530295454	S2-923923266,S2-436407875,S2-491318326,S2-10460743,S3-177012478,S3-316320695,S3-800974942,S3-188160835
S1-646622577	S2-939286193,S3-272132213,S3-894519184
S1-768120725	S3-33337352,S3-828479185,S3-238854104
S1-937974570	S2-380771033,S3-651754287,S3-316459691,S3-394848822
S1-219334131	S2-5992057,S3-1983433,S3-416024359,S3-672729990
S1-848108887	S2-531770136,S3-863490212,S3-937164610
S1-811019454	S2-420809320,S2-540463319,S2-582122231,S3-536548682,S3-200959751
S1-275166791	
S1-14040442	S2-579642686,S2-517280678
S1-462028641	S2-307342316,S3-448950685,S3-850780197
S1-403435707	S2-610146016,S2-971926467,S3-548259405
S1-737509289	S2-743716332,S3-950079487,S3-870893381
S1-47826850	S2-569899590,S3-633055643,S3-719361864,S3-819551960
S1-611195105	S2-650548784,S2-899250825,S3-624308489,S3-613854829,S3-851992662,S3-348418306
S1-115956795	S2-692329369,S2-97978265,S3-921794527
S1-752009952	S2-618312933,S2-317907024,S2-746332759,S3-699903916,S3-171406908
S1-84454154	S2-508846492,S2-187374351,S2-659407711,S2-251870746,S3-804244436,S3-272164996,S3-192455351
S1-740109595	S2-595484701,S2-816580548,S2-503323672,S3-489996169,S3-450998224,S3-147265224
S1-279963049	S2-621472658,S3-315193557,S3-535479425,S3-399630058
S1-961512900	S2-743964870,S2-423257512
S1-770437426	S2-289220583,S2-711398789,S3-360107607
S1-852694737	S2-617772817,S2-375753062,S3-725864472
S1-203717565	S2-259878524,S3-214903839
S1-206991008	S2-824107638,S2-616604179,S3-632893693
S1-806083980	S2-58369115,S2-531932694,S2-590593597,S3-231996660
S1-586682793	S2-748750613,S3-70385686
S1-608738387	S2-666371527,S2-167934241,S3-557421282
S1-691641112	S2-871534312,S2-910936057,S2-683900279,S3-169728029
S1-746648680	S2-355604362,S3-41506113
S1-128068394	S2-399414024,S3-451328529,S3-830557115
S1-966214920	
S1-546375941	S2-804386291,S2-449330516,S3-319429531,S3-285391600
S1-28971653	S2-900073159,S2-78975345,S3-870139690
S1-911926928	S2-86433466,S3-747634769,S3-836554169
S1-223965961	S2-650208822
S1-89118352	S2-124580467,S3-871897065,S3-830316425,S3-210749973
S1-647407467	S2-606597967,S2-142539520,S2-371841908,S3-511550286,S3-910709268
S1-662270506	S2-470409338,S2-634918970,S3-331178324,S3-206602572
S1-193540193	S2-720320359,S2-618058486,S3-501100408
S1-568708464	S3-92910554,S3-864270409,S3-567612841
S1-976694428	S2-829625869,S2-415199945,S3-971771668
S1-171244106	S2-913177503,S3-431500772
S1-76494133	S2-79447951,S3-372850697
S1-201747204	S2-637279933,S3-113946079
S1-435387764	S2-672076003,S3-18710596,S3-62293944,S3-83294175
S1-176710533	S3-866752148,S3-533002117,S3-471430411
S1-194418582	S2-94796407,S3-419931938,S3-567568560
S1-978756872	S2-480948202,S2-596314966,S3-617865689,S3-883341407
S1-284112016	S3-97923417
S1-199464527	S2-338897428,S3-96553664,S3-20023838
S1-443171727	S2-322583784,S2-926204556,S2-116349055,S2-423497792,S3-222052787,S3-395415896
S1-985574130	S2-863921089,S3-258028415
S1-636991275	S2-641102427,S2-360044570,S2-904090046,S3-179499453,S3-317582262
S1-494953513	S2-798264367,S2-200888854,S2-128986288,S2-576704186,S3-719468781,S3-812163751,S3-939683531
S1-992362204	S2-849781973,S3-516216892,S3-158186108,S3-219282687
S1-974979584	S2-65739653,S2-143299710,S3-972099931,S3-921402047
S1-27986544	S3-503631424,S3-466513770,S3-512085457
S1-776068338	S2-936485878,S2-272971785,S3-189535153
S1-42865802	S2-594578453,S3-613745259
S1-152115694	S2-632825969,S3-424943288
S1-287916758	S2-420231214,S2-34972390,S2-355203429,S3-590786164,S3-655931133
S1-733672323	S2-176359689,S2-326853128,S3-335003414
S1-987511511	S2-875441071,S2-222940738,S2-20511611,S3-47031754
S1-886783544	S2-142627253,S2-366511747,S3-480465985
S1-480705114	S2-153913621,S2-498790490,S2-156619977,S3-481198130
S1-311896107	S2-606894383,S3-239866811,S3-357779070
S1-311124674	S3-790452332,S3-154107007,S3-689438350,S3-965455448,S3-38311660
S1-239851136	S2-199616570,S2-260277403,S2-75610280,S2-465482927,S3-903020087,S3-333461554,S3-95337314,S3-85143847
S1-788047759	S2-219986359,S2-507699422,S3-490970805
S1-87139069	S2-849014888,S3-502400731,S3-114239318
S1-551901270	S2-931051982,S3-850809487
S1-974067931	S3-924772959,S3-751310323
S1-283911780	S2-490040024,S3-111625027,S3-147662040,S3-305613604,S3-867353355
S1-296324949	S2-434689160,S3-952122330,S3-636456416
S1-204051353	S2-827368859,S2-87308537,S3-240836021
S1-211180783	S2-410864230,S3-365244519,S3-270833710
S1-322221132	S2-531643415,S3-123632385,S3-652877091
S1-559491107	S2-995825133,S2-826421853,S3-283827417
S1-129036056	S2-988671586,S3-366145443,S3-156837291
S1-347362947	S2-265926884,S3-221176650,S3-609611008
S1-562380004	S2-623558996
S1-719824069	S2-966719979,S2-467125893,S3-143825754,S3-72055829
S1-547122588	S2-256510691,S2-408129388,S3-447090524
S1-624971255	S2-214698540,S3-940154064,S3-775446861
S1-497497518	S2-440739175,S3-460365395,S3-438517734
S1-145448965	S2-912941939,S2-125361753,S3-66811429,S3-683069154,S3-585985475
S1-725046393	S2-400273913,S2-918390169
S1-175758690	S2-86670241,S3-152718783,S3-263427433,S3-789438091
S1-307749541	
S1-411769004	S2-464731863,S3-580341076,S3-929905956
S1-317853222	S2-875144372,S2-664994988,S2-961518595,S2-344644130,S3-926259926,S3-421473087
S1-38831094	S2-84788250,S2-318270680,S3-802557892,S3-233777959
S1-517210964	S2-874510608,S3-912927062,S3-835125931,S3-575174392
S1-763699029	S2-796301556,S3-994570005
S1-609804289	S2-70901400,S3-118072819
S1-86017869	S2-606259334,S2-940292643,S3-138256220,S3-885722487,S3-978088766,S3-894897466
S1-667348909	S2-828534937,S2-91652170,S3-34141064,S3-931714527
S1-857112071	S2-103844483,S2-172291142,S2-931226254,S3-729018037,S3-229756136,S3-509043505
S1-125094175	S2-283287380,S2-33357052,S2-36642345,S3-377457750,S3-153976986
S1-915309374	S2-253546379,S3-502685759,S3-788440155
S1-901658410	S2-131362505,S3-401073145,S3-612065596,S3-418346884
S1-138149741	S3-590832287,S3-630520557
S1-685992079	S2-224801510,S2-490233688,S2-496379830
S1-404876892	S2-387436708,S3-475706101
S1-883385380	S2-693493778,S3-33381075,S3-123393678,S3-250378128
S1-115361402	S2-259162989,S2-592135171,S2-671399187,S3-453318126,S3-917680
S1-84164384	S2-946697179,S2-730252314,S3-409137418,S3-772490714
S1-291287363	S2-131293876,S3-835660278,S3-799691957
S1-620949632	S2-816087115,S2-711518627,S2-129932233,S2-37856875,S3-694894001
S1-580845446	S2-78356363,S2-298211808,S3-786481874
S1-816947297	S2-349628509,S2-730102744
S1-219133722	S2-98828743,S3-589299555,S3-736312088
S1-37855827	S2-90344770,S2-989881649,S3-268258773
S1-391111577	S2-176346914,S3-559396345
S1-280799722	S2-209988008,S2-531708595,S3-372691028,S3-154297114
S1-877069340	S2-957413226,S2-166678732,S2-345076808,S2-476885759,S3-77016271
S1-437223568	S2-293658630,S3-45389013
S1-147219975	S2-255664756,S3-690870079
S1-822788309	S2-740433269,S2-366250933,S3-455432217
S1-108503158	S2-559381732,S2-224805595,S3-671453497,S3-144013945
S1-884753324	S2-366832821,S3-85664697
S1-893658711	S2-381775400,S2-613085991,S3-404222946
S1-174512725	S2-436260541,S3-580782799
S1-657098629	S2-738797423,S3-177960319,S3-969666762
S1-796899154	S2-120555140,S2-125016501,S3-307911690
S1-652007317	S2-400736148,S2-124158373,S3-116518068
S1-878140681	S2-191135505,S2-117204426,S3-384554398
S1-54898379	S2-352630147,S2-143100416,S2-79587692,S3-123971056
